label,holdout,dataset,AA_4,PC_6,Domains_0,DNA_9,AUC,Acc,Spec,Sens,Prec,TP,TN,FP,FN
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.35,0.45,0.15,0.957,0.82,0.95,0.7,0.93,14,19,1,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.35,0.5,0.1,0.955,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.35,0.55,0.05,0.942,0.85,0.75,0.95,0.79,19,15,5,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.35,0.6,0.0,0.682,0.55,0.1,1.0,0.53,20,2,18,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.0,0.55,0.955,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.05,0.5,0.955,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.1,0.45,0.955,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.15,0.4,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.2,0.35,0.963,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.25,0.3,0.963,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.3,0.25,0.962,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.35,0.2,0.958,0.85,1.0,0.7,1.0,14,20,0,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.4,0.15,0.957,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.45,0.1,0.955,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.5,0.05,0.93,0.8,0.65,0.95,0.73,19,13,7,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.4,0.55,0.0,0.672,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.0,0.5,0.955,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.05,0.45,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.1,0.4,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.15,0.35,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.2,0.3,0.965,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.25,0.25,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.3,0.2,0.955,0.82,0.95,0.7,0.93,14,19,1,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.35,0.15,0.957,0.88,0.95,0.8,0.94,16,19,1,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.4,0.1,0.952,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.45,0.05,0.919,0.82,0.65,1.0,0.74,20,13,7,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.45,0.5,0.0,0.68,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.5,0.0,0.45,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.5,0.05,0.4,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.5,0.1,0.35,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.5,0.15,0.3,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.5,0.2,0.25,0.958,0.85,1.0,0.7,1.0,14,20,0,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.5,0.25,0.2,0.957,0.82,0.95,0.7,0.93,14,19,1,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.5,0.3,0.15,0.955,0.88,0.95,0.8,0.94,16,19,1,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.5,0.35,0.1,0.952,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.5,0.4,0.05,0.91,0.8,0.6,1.0,0.71,20,12,8,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.5,0.45,0.0,0.675,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.55,0.0,0.4,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.55,0.05,0.35,0.962,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.55,0.1,0.3,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.55,0.15,0.25,0.958,0.85,1.0,0.7,1.0,14,20,0,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.55,0.2,0.2,0.957,0.82,0.95,0.7,0.93,14,19,1,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.55,0.25,0.15,0.952,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.55,0.3,0.1,0.952,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.55,0.35,0.05,0.898,0.75,0.5,1.0,0.67,20,10,10,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.55,0.4,0.0,0.675,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.6,0.0,0.35,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.6,0.05,0.3,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.6,0.1,0.25,0.957,0.82,0.95,0.7,0.93,14,19,1,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.6,0.15,0.2,0.957,0.88,0.95,0.8,0.94,16,19,1,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.6,0.2,0.15,0.952,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.6,0.25,0.1,0.95,0.9,0.9,0.9,0.9,18,18,2,2
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.6,0.3,0.05,0.891,0.72,0.45,1.0,0.65,20,9,11,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.6,0.35,0.0,0.676,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.65,0.0,0.3,0.958,0.85,1.0,0.7,1.0,14,20,0,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.65,0.05,0.25,0.957,0.82,0.95,0.7,0.93,14,19,1,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.65,0.1,0.2,0.955,0.88,0.95,0.8,0.94,16,19,1,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.65,0.15,0.15,0.952,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.65,0.2,0.1,0.949,0.9,0.9,0.9,0.9,18,18,2,2
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.65,0.25,0.05,0.88,0.72,0.45,1.0,0.65,20,9,11,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.65,0.3,0.0,0.665,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.7,0.0,0.25,0.957,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.7,0.05,0.2,0.952,0.88,0.95,0.8,0.94,16,19,1,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.7,0.1,0.15,0.952,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.7,0.15,0.1,0.948,0.9,0.9,0.9,0.9,18,18,2,2
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.7,0.2,0.05,0.875,0.7,0.4,1.0,0.62,20,8,12,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.7,0.25,0.0,0.665,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.75,0.0,0.2,0.95,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.75,0.05,0.15,0.952,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.75,0.1,0.1,0.94,0.85,0.8,0.9,0.82,18,16,4,2
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.75,0.15,0.05,0.869,0.7,0.4,1.0,0.62,20,8,12,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.75,0.2,0.0,0.665,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.8,0.0,0.15,0.952,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.8,0.05,0.1,0.94,0.85,0.8,0.9,0.82,18,16,4,2
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.8,0.1,0.05,0.862,0.68,0.4,0.95,0.61,19,8,12,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.8,0.15,0.0,0.665,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.85,0.0,0.1,0.93,0.82,0.75,0.9,0.78,18,15,5,2
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.85,0.05,0.05,0.854,0.68,0.4,0.95,0.61,19,8,12,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.85,0.1,0.0,0.664,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.9,0.0,0.05,0.837,0.62,0.3,0.95,0.58,19,6,14,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.9,0.05,0.0,0.663,0.57,0.15,1.0,0.54,20,3,17,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.95,0.0,0.0,0.665,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.0,0.9,0.938,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.05,0.85,0.938,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.1,0.8,0.938,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.15,0.75,0.94,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.2,0.7,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.25,0.65,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.3,0.6,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.35,0.55,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.4,0.5,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.45,0.45,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.5,0.4,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.55,0.35,0.948,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.6,0.3,0.948,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.65,0.25,0.942,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.7,0.2,0.935,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.75,0.15,0.938,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.8,0.1,0.935,0.75,1.0,0.5,1.0,10,20,0,10
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.85,0.05,0.91,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.0,0.9,0.0,0.732,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.0,0.85,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.05,0.8,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.1,0.75,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.15,0.7,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.2,0.65,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.25,0.6,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.3,0.55,0.948,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.35,0.5,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.4,0.45,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.45,0.4,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.5,0.35,0.95,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.55,0.3,0.95,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.6,0.25,0.95,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.65,0.2,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.7,0.15,0.945,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.75,0.1,0.945,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.8,0.05,0.935,0.88,1.0,0.75,1.0,15,20,0,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.05,0.85,0.0,0.717,0.55,0.1,1.0,0.53,20,2,18,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.0,0.8,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.05,0.75,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.1,0.7,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.15,0.65,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.2,0.6,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.25,0.55,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.3,0.5,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.35,0.45,0.955,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.4,0.4,0.952,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.45,0.35,0.95,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.5,0.3,0.95,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.55,0.25,0.955,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.6,0.2,0.95,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.65,0.15,0.95,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.7,0.1,0.95,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.75,0.05,0.942,0.85,0.85,0.85,0.85,17,17,3,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.1,0.8,0.0,0.73,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.0,0.75,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.05,0.7,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.1,0.65,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.15,0.6,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.2,0.55,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.25,0.5,0.952,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.3,0.45,0.955,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.35,0.4,0.955,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.4,0.35,0.955,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.45,0.3,0.952,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.5,0.25,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.55,0.2,0.95,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.6,0.15,0.95,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.65,0.1,0.955,0.88,1.0,0.75,1.0,15,20,0,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.7,0.05,0.948,0.85,0.8,0.9,0.82,18,16,4,2
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.15,0.75,0.0,0.724,0.5,0.0,1.0,0.5,20,0,20,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.0,0.7,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.05,0.65,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.1,0.6,0.952,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.15,0.55,0.952,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.2,0.5,0.952,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.25,0.45,0.955,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.3,0.4,0.952,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.35,0.35,0.959,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.4,0.3,0.958,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.45,0.25,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.5,0.2,0.95,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.55,0.15,0.952,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.6,0.1,0.955,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.65,0.05,0.952,0.85,0.75,0.95,0.79,19,15,5,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.2,0.7,0.0,0.722,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.0,0.65,0.955,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.05,0.6,0.952,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.1,0.55,0.95,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.15,0.5,0.95,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.2,0.45,0.958,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.25,0.4,0.958,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.3,0.35,0.96,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.35,0.3,0.96,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.4,0.25,0.95,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.45,0.2,0.95,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.5,0.15,0.955,0.85,1.0,0.7,1.0,14,20,0,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.55,0.1,0.958,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.6,0.05,0.952,0.85,0.7,1.0,0.77,20,14,6,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.25,0.65,0.0,0.7,0.53,0.05,1.0,0.51,20,1,19,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.0,0.6,0.952,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.05,0.55,0.955,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.1,0.5,0.958,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.15,0.45,0.96,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.2,0.4,0.96,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.25,0.35,0.96,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.3,0.3,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.35,0.25,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.4,0.2,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.45,0.15,0.952,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.5,0.1,0.957,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.1,0.3,0.55,0.05,0.948,0.85,0.7,1.0,0.77,20,14,6,0
