positive label,label tax group,pool label,pool tax group,Baltimore,N in class,Features,k,AUC
Sus scrofa,species,Mammalia,class,all,187,DNA,3,0.813
Sus scrofa,species,Mammalia,class,all,187,DNA,4,0.807
Sus scrofa,species,Mammalia,class,all,187,DNA,5,0.813
Sus scrofa,species,Mammalia,class,all,187,DNA,6,0.823
Sus scrofa,species,Mammalia,class,all,187,DNA,7,0.877
Sus scrofa,species,Mammalia,class,all,187,DNA,8,0.866
Sus scrofa,species,Mammalia,class,all,187,DNA,9,0.83
Sus scrofa,species,Mammalia,class,all,187,AA,1,0.74
Sus scrofa,species,Mammalia,class,all,187,AA,2,0.735
Sus scrofa,species,Mammalia,class,all,187,AA,3,0.799
Sus scrofa,species,Mammalia,class,all,187,AA,4,0.84
Sus scrofa,species,Mammalia,class,all,187,PC,1,0.627
Sus scrofa,species,Mammalia,class,all,187,PC,2,0.738
Sus scrofa,species,Mammalia,class,all,187,PC,3,0.741
Sus scrofa,species,Mammalia,class,all,187,PC,4,0.782
Sus scrofa,species,Mammalia,class,all,187,PC,5,0.852
Sus scrofa,species,Mammalia,class,all,187,PC,6,0.889
Sus scrofa,species,Mammalia,class,all,187,Domains,0,0.793
Suidae,family,Mammalia,class,all,190,DNA,1,0.666
Suidae,family,Mammalia,class,all,190,DNA,2,0.797
Suidae,family,Mammalia,class,all,190,DNA,3,0.826
Suidae,family,Mammalia,class,all,190,DNA,4,0.737
Suidae,family,Mammalia,class,all,190,DNA,5,0.847
Suidae,family,Mammalia,class,all,190,DNA,6,0.855
Suidae,family,Mammalia,class,all,190,DNA,7,0.896
Suidae,family,Mammalia,class,all,190,DNA,8,0.886
Suidae,family,Mammalia,class,all,190,DNA,9,0.844
Suidae,family,Mammalia,class,all,190,AA,1,0.74
Suidae,family,Mammalia,class,all,190,AA,2,0.777
Suidae,family,Mammalia,class,all,190,AA,3,0.831
Suidae,family,Mammalia,class,all,190,AA,4,0.832
Suidae,family,Mammalia,class,all,190,PC,1,0.655
Suidae,family,Mammalia,class,all,190,PC,2,0.748
Suidae,family,Mammalia,class,all,190,PC,3,0.73
Suidae,family,Mammalia,class,all,190,PC,4,0.767
Suidae,family,Mammalia,class,all,190,PC,5,0.785
Suidae,family,Mammalia,class,all,190,PC,6,0.88
Suidae,family,Mammalia,class,all,190,Domains,0,0.809
Vespertilionidae,family,Chiroptera,order,all,69,DNA,1,0.515
Vespertilionidae,family,Chiroptera,order,all,69,DNA,2,0.76
Vespertilionidae,family,Chiroptera,order,all,69,DNA,3,0.714
Vespertilionidae,family,Chiroptera,order,all,69,DNA,4,0.653
Vespertilionidae,family,Chiroptera,order,all,69,DNA,5,0.719
Vespertilionidae,family,Chiroptera,order,all,69,DNA,6,0.719
Vespertilionidae,family,Chiroptera,order,all,69,DNA,7,0.617
Vespertilionidae,family,Chiroptera,order,all,69,DNA,8,0.546
Vespertilionidae,family,Chiroptera,order,all,69,DNA,9,0.51
Vespertilionidae,family,Chiroptera,order,all,69,AA,1,0.379
Vespertilionidae,family,Chiroptera,order,all,69,AA,2,0.659
Vespertilionidae,family,Chiroptera,order,all,69,AA,3,0.56
Vespertilionidae,family,Chiroptera,order,all,69,AA,4,0.808
Vespertilionidae,family,Chiroptera,order,all,69,PC,1,0.5
Vespertilionidae,family,Chiroptera,order,all,69,PC,2,0.816
Vespertilionidae,family,Chiroptera,order,all,69,PC,3,0.67
Vespertilionidae,family,Chiroptera,order,all,69,PC,4,0.637
Vespertilionidae,family,Chiroptera,order,all,69,PC,5,0.582
Vespertilionidae,family,Chiroptera,order,all,69,PC,6,0.725
Vespertilionidae,family,Chiroptera,order,all,69,Domains,0,0.769
Phyllostomidae,family,Chiroptera,order,all,39,DNA,1,0.5
Phyllostomidae,family,Chiroptera,order,all,39,DNA,2,0.612
Phyllostomidae,family,Chiroptera,order,all,39,DNA,3,0.762
Phyllostomidae,family,Chiroptera,order,all,39,DNA,4,0.8
Phyllostomidae,family,Chiroptera,order,all,39,DNA,5,0.775
Phyllostomidae,family,Chiroptera,order,all,39,DNA,6,0.838
Phyllostomidae,family,Chiroptera,order,all,39,DNA,7,0.762
Phyllostomidae,family,Chiroptera,order,all,39,DNA,8,0.737
Phyllostomidae,family,Chiroptera,order,all,39,DNA,9,0.725
Phyllostomidae,family,Chiroptera,order,all,39,AA,1,0.288
Phyllostomidae,family,Chiroptera,order,all,39,AA,2,0.725
Phyllostomidae,family,Chiroptera,order,all,39,AA,3,0.862
Phyllostomidae,family,Chiroptera,order,all,39,AA,4,0.812
Phyllostomidae,family,Chiroptera,order,all,39,PC,1,0.587
Phyllostomidae,family,Chiroptera,order,all,39,PC,2,0.525
Phyllostomidae,family,Chiroptera,order,all,39,PC,3,0.525
Phyllostomidae,family,Chiroptera,order,all,39,PC,4,0.638
Phyllostomidae,family,Chiroptera,order,all,39,PC,5,0.825
Phyllostomidae,family,Chiroptera,order,all,39,PC,6,0.788
Phyllostomidae,family,Chiroptera,order,all,39,Domains,0,0.619
Rhinolophus,genus,Chiroptera,order,all,34,DNA,1,0.117
Rhinolophus,genus,Chiroptera,order,all,34,DNA,2,0.575
Rhinolophus,genus,Chiroptera,order,all,34,DNA,3,0.75
Rhinolophus,genus,Chiroptera,order,all,34,DNA,4,0.733
Rhinolophus,genus,Chiroptera,order,all,34,DNA,5,0.683
Rhinolophus,genus,Chiroptera,order,all,34,DNA,6,0.767
Rhinolophus,genus,Chiroptera,order,all,34,DNA,7,0.8
Rhinolophus,genus,Chiroptera,order,all,34,DNA,8,0.85
Rhinolophus,genus,Chiroptera,order,all,34,DNA,9,0.767
Rhinolophus,genus,Chiroptera,order,all,34,AA,1,0.717
Rhinolophus,genus,Chiroptera,order,all,34,AA,2,0.783
Rhinolophus,genus,Chiroptera,order,all,34,AA,3,0.733
Rhinolophus,genus,Chiroptera,order,all,34,AA,4,0.95
Rhinolophus,genus,Chiroptera,order,all,34,PC,1,0.75
Rhinolophus,genus,Chiroptera,order,all,34,PC,2,0.35
Rhinolophus,genus,Chiroptera,order,all,34,PC,3,0.767
Rhinolophus,genus,Chiroptera,order,all,34,PC,4,0.783
Rhinolophus,genus,Chiroptera,order,all,34,PC,5,0.767
Rhinolophus,genus,Chiroptera,order,all,34,PC,6,0.9
Rhinolophus,genus,Chiroptera,order,all,34,Domains,0,0.725
Pteropus,genus,Pteropodidae,family,all,32,DNA,1,0.857
Pteropus,genus,Pteropodidae,family,all,32,DNA,2,0.905
Pteropus,genus,Pteropodidae,family,all,32,DNA,3,0.825
Pteropus,genus,Pteropodidae,family,all,32,DNA,4,0.746
Pteropus,genus,Pteropodidae,family,all,32,DNA,5,0.873
Pteropus,genus,Pteropodidae,family,all,32,DNA,6,0.937
Pteropus,genus,Pteropodidae,family,all,32,DNA,7,0.905
Pteropus,genus,Pteropodidae,family,all,32,DNA,8,0.857
Pteropus,genus,Pteropodidae,family,all,32,DNA,9,0.873
Pteropus,genus,Pteropodidae,family,all,32,AA,1,0.937
Pteropus,genus,Pteropodidae,family,all,32,AA,2,0.873
Pteropus,genus,Pteropodidae,family,all,32,AA,3,0.698
Pteropus,genus,Pteropodidae,family,all,32,AA,4,0.889
Pteropus,genus,Pteropodidae,family,all,32,PC,1,0.778
Pteropus,genus,Pteropodidae,family,all,32,PC,2,0.905
Pteropus,genus,Pteropodidae,family,all,32,PC,3,0.635
Pteropus,genus,Pteropodidae,family,all,32,PC,4,0.683
Pteropus,genus,Pteropodidae,family,all,32,PC,5,0.857
Pteropus,genus,Pteropodidae,family,all,32,PC,6,0.857
Pteropus,genus,Pteropodidae,family,all,32,Domains,0,0.937
Pteropodidae,family,Chiroptera,order,all,80,DNA,1,0.529
Pteropodidae,family,Chiroptera,order,all,80,DNA,2,0.733
Pteropodidae,family,Chiroptera,order,all,80,DNA,3,0.843
Pteropodidae,family,Chiroptera,order,all,80,DNA,4,0.827
Pteropodidae,family,Chiroptera,order,all,80,DNA,5,0.827
Pteropodidae,family,Chiroptera,order,all,80,DNA,6,0.816
Pteropodidae,family,Chiroptera,order,all,80,DNA,7,0.773
Pteropodidae,family,Chiroptera,order,all,80,DNA,8,0.745
Pteropodidae,family,Chiroptera,order,all,80,DNA,9,0.769
Pteropodidae,family,Chiroptera,order,all,80,AA,1,0.784
Pteropodidae,family,Chiroptera,order,all,80,AA,2,0.616
Pteropodidae,family,Chiroptera,order,all,80,AA,3,0.773
Pteropodidae,family,Chiroptera,order,all,80,AA,4,0.906
Pteropodidae,family,Chiroptera,order,all,80,PC,1,0.8
Pteropodidae,family,Chiroptera,order,all,80,PC,2,0.698
Pteropodidae,family,Chiroptera,order,all,80,PC,3,0.882
Pteropodidae,family,Chiroptera,order,all,80,PC,4,0.741
Pteropodidae,family,Chiroptera,order,all,80,PC,5,0.796
Pteropodidae,family,Chiroptera,order,all,80,PC,6,0.859
Pteropodidae,family,Chiroptera,order,all,80,Domains,0,0.708
Chiroptera,order,Mammalia,class,all,250,DNA,1,0.689
Chiroptera,order,Mammalia,class,all,250,DNA,2,0.74
Chiroptera,order,Mammalia,class,all,250,DNA,3,0.833
Chiroptera,order,Mammalia,class,all,250,DNA,4,0.761
Chiroptera,order,Mammalia,class,all,250,DNA,5,0.81
Chiroptera,order,Mammalia,class,all,250,DNA,6,0.865
Chiroptera,order,Mammalia,class,all,250,DNA,7,0.868
Chiroptera,order,Mammalia,class,all,250,DNA,8,0.846
Chiroptera,order,Mammalia,class,all,250,DNA,9,0.82
Chiroptera,order,Mammalia,class,all,250,AA,1,0.71
Chiroptera,order,Mammalia,class,all,250,AA,2,0.667
Chiroptera,order,Mammalia,class,all,250,AA,3,0.829
Chiroptera,order,Mammalia,class,all,250,AA,4,0.901
Chiroptera,order,Mammalia,class,all,250,PC,1,0.642
Chiroptera,order,Mammalia,class,all,250,PC,2,0.76
Chiroptera,order,Mammalia,class,all,250,PC,3,0.7
Chiroptera,order,Mammalia,class,all,250,PC,4,0.816
Chiroptera,order,Mammalia,class,all,250,PC,5,0.854
Chiroptera,order,Mammalia,class,all,250,PC,6,0.902
Chiroptera,order,Mammalia,class,all,250,Domains,0,0.838
Equus caballus,species,Mammalia,class,all,45,DNA,1,0.51
Equus caballus,species,Mammalia,class,all,45,DNA,2,0.707
Equus caballus,species,Mammalia,class,all,45,DNA,3,0.788
Equus caballus,species,Mammalia,class,all,45,DNA,4,0.758
Equus caballus,species,Mammalia,class,all,45,DNA,5,0.828
Equus caballus,species,Mammalia,class,all,45,DNA,6,0.808
Equus caballus,species,Mammalia,class,all,45,DNA,7,0.758
Equus caballus,species,Mammalia,class,all,45,DNA,8,0.717
Equus caballus,species,Mammalia,class,all,45,DNA,9,0.747
Equus caballus,species,Mammalia,class,all,45,AA,1,0.747
Equus caballus,species,Mammalia,class,all,45,AA,2,0.505
Equus caballus,species,Mammalia,class,all,45,AA,3,0.646
Equus caballus,species,Mammalia,class,all,45,AA,4,0.566
Equus caballus,species,Mammalia,class,all,45,PC,1,0.808
Equus caballus,species,Mammalia,class,all,45,PC,2,0.596
Equus caballus,species,Mammalia,class,all,45,PC,3,0.626
Equus caballus,species,Mammalia,class,all,45,PC,4,0.444
Equus caballus,species,Mammalia,class,all,45,PC,5,0.384
Equus caballus,species,Mammalia,class,all,45,PC,6,0.626
Equus caballus,species,Mammalia,class,all,45,Domains,0,0.626
Equus,genus,Mammalia,class,all,53,DNA,1,0.736
Equus,genus,Mammalia,class,all,53,DNA,2,0.875
Equus,genus,Mammalia,class,all,53,DNA,3,0.868
Equus,genus,Mammalia,class,all,53,DNA,4,0.847
Equus,genus,Mammalia,class,all,53,DNA,5,0.847
Equus,genus,Mammalia,class,all,53,DNA,6,0.931
Equus,genus,Mammalia,class,all,53,DNA,7,0.958
Equus,genus,Mammalia,class,all,53,DNA,8,0.944
Equus,genus,Mammalia,class,all,53,DNA,9,0.944
Equus,genus,Mammalia,class,all,53,AA,1,0.95
Equus,genus,Mammalia,class,all,53,AA,2,0.65
Equus,genus,Mammalia,class,all,53,AA,3,0.867
Equus,genus,Mammalia,class,all,53,AA,4,0.867
Equus,genus,Mammalia,class,all,53,PC,1,0.758
Equus,genus,Mammalia,class,all,53,PC,2,0.75
Equus,genus,Mammalia,class,all,53,PC,3,0.667
Equus,genus,Mammalia,class,all,53,PC,4,0.817
Equus,genus,Mammalia,class,all,53,PC,5,0.867
Equus,genus,Mammalia,class,all,53,PC,6,0.883
Equus,genus,Mammalia,class,all,53,Domains,0,0.717
Equidae,family,Mammalia,class,all,54,DNA,1,0.847
Equidae,family,Mammalia,class,all,54,DNA,2,0.819
Equidae,family,Mammalia,class,all,54,DNA,3,0.931
Equidae,family,Mammalia,class,all,54,DNA,4,0.917
Equidae,family,Mammalia,class,all,54,DNA,5,0.847
Equidae,family,Mammalia,class,all,54,DNA,6,0.833
Equidae,family,Mammalia,class,all,54,DNA,7,0.819
Equidae,family,Mammalia,class,all,54,DNA,8,0.861
Equidae,family,Mammalia,class,all,54,DNA,9,0.847
Equidae,family,Mammalia,class,all,54,AA,1,0.806
Equidae,family,Mammalia,class,all,54,AA,2,0.875
Equidae,family,Mammalia,class,all,54,AA,3,0.958
Equidae,family,Mammalia,class,all,54,AA,4,0.958
Equidae,family,Mammalia,class,all,54,PC,1,0.764
Equidae,family,Mammalia,class,all,54,PC,2,0.847
Equidae,family,Mammalia,class,all,54,PC,3,0.875
Equidae,family,Mammalia,class,all,54,PC,4,1.0
Equidae,family,Mammalia,class,all,54,PC,5,0.986
Equidae,family,Mammalia,class,all,54,PC,6,0.958
Equidae,family,Mammalia,class,all,54,Domains,0,0.903
Perissodactyla,order,Mammalia,class,all,54,DNA,1,0.764
Perissodactyla,order,Mammalia,class,all,54,DNA,2,0.875
Perissodactyla,order,Mammalia,class,all,54,DNA,3,0.792
Perissodactyla,order,Mammalia,class,all,54,DNA,4,0.778
Perissodactyla,order,Mammalia,class,all,54,DNA,5,0.833
Perissodactyla,order,Mammalia,class,all,54,DNA,6,0.889
Perissodactyla,order,Mammalia,class,all,54,DNA,7,0.944
Perissodactyla,order,Mammalia,class,all,54,DNA,8,0.986
Perissodactyla,order,Mammalia,class,all,54,DNA,9,0.986
Perissodactyla,order,Mammalia,class,all,54,AA,1,0.833
Perissodactyla,order,Mammalia,class,all,54,AA,2,0.875
Perissodactyla,order,Mammalia,class,all,54,AA,3,1.0
Perissodactyla,order,Mammalia,class,all,54,AA,4,1.0
Perissodactyla,order,Mammalia,class,all,54,PC,1,0.667
Perissodactyla,order,Mammalia,class,all,54,PC,2,0.722
Perissodactyla,order,Mammalia,class,all,54,PC,3,0.819
Perissodactyla,order,Mammalia,class,all,54,PC,4,0.944
Perissodactyla,order,Mammalia,class,all,54,PC,5,0.958
Perissodactyla,order,Mammalia,class,all,54,PC,6,0.931
Perissodactyla,order,Mammalia,class,all,54,Domains,0,0.958
Canis lupus,species,Carnivora,order,all,53,DNA,1,0.403
Canis lupus,species,Carnivora,order,all,53,DNA,2,0.528
Canis lupus,species,Carnivora,order,all,53,DNA,3,0.361
Canis lupus,species,Carnivora,order,all,53,DNA,4,0.458
Canis lupus,species,Carnivora,order,all,53,DNA,5,0.528
Canis lupus,species,Carnivora,order,all,53,DNA,6,0.625
Canis lupus,species,Carnivora,order,all,53,DNA,7,0.694
Canis lupus,species,Carnivora,order,all,53,DNA,8,0.792
Canis lupus,species,Carnivora,order,all,53,DNA,9,0.681
Canis lupus,species,Carnivora,order,all,53,AA,1,0.639
Canis lupus,species,Carnivora,order,all,53,AA,2,0.542
Canis lupus,species,Carnivora,order,all,53,AA,3,0.722
Canis lupus,species,Carnivora,order,all,53,AA,4,0.722
Canis lupus,species,Carnivora,order,all,53,PC,1,0.444
Canis lupus,species,Carnivora,order,all,53,PC,2,0.375
Canis lupus,species,Carnivora,order,all,53,PC,3,0.708
Canis lupus,species,Carnivora,order,all,53,PC,4,0.722
Canis lupus,species,Carnivora,order,all,53,PC,5,0.75
Canis lupus,species,Carnivora,order,all,53,PC,6,0.681
Canis lupus,species,Carnivora,order,all,53,Domains,0,0.535
Canidae,family,Carnivora,order,all,57,DNA,1,0.53
Canidae,family,Carnivora,order,all,57,DNA,2,0.476
Canidae,family,Carnivora,order,all,57,DNA,3,0.667
Canidae,family,Carnivora,order,all,57,DNA,4,0.619
Canidae,family,Carnivora,order,all,57,DNA,5,0.667
Canidae,family,Carnivora,order,all,57,DNA,6,0.613
Canidae,family,Carnivora,order,all,57,DNA,7,0.619
Canidae,family,Carnivora,order,all,57,DNA,8,0.667
Canidae,family,Carnivora,order,all,57,DNA,9,0.821
Canidae,family,Carnivora,order,all,57,AA,1,0.643
Canidae,family,Carnivora,order,all,57,AA,2,0.423
Canidae,family,Carnivora,order,all,57,AA,3,0.673
Canidae,family,Carnivora,order,all,57,AA,4,0.667
Canidae,family,Carnivora,order,all,57,PC,1,0.262
Canidae,family,Carnivora,order,all,57,PC,2,0.464
Canidae,family,Carnivora,order,all,57,PC,3,0.548
Canidae,family,Carnivora,order,all,57,PC,4,0.577
Canidae,family,Carnivora,order,all,57,PC,5,0.702
Canidae,family,Carnivora,order,all,57,PC,6,0.607
Canidae,family,Carnivora,order,all,57,Domains,0,0.5
Felis catus,species,Carnivora,order,all,55,DNA,1,0.347
Felis catus,species,Carnivora,order,all,55,DNA,2,0.653
Felis catus,species,Carnivora,order,all,55,DNA,3,0.75
Felis catus,species,Carnivora,order,all,55,DNA,4,0.458
Felis catus,species,Carnivora,order,all,55,DNA,5,0.708
Felis catus,species,Carnivora,order,all,55,DNA,6,0.764
Felis catus,species,Carnivora,order,all,55,DNA,7,0.764
Felis catus,species,Carnivora,order,all,55,DNA,8,0.5
Felis catus,species,Carnivora,order,all,55,DNA,9,0.792
Felis catus,species,Carnivora,order,all,55,AA,1,0.69
Felis catus,species,Carnivora,order,all,55,AA,2,0.738
Felis catus,species,Carnivora,order,all,55,AA,3,0.476
Felis catus,species,Carnivora,order,all,55,AA,4,0.643
Felis catus,species,Carnivora,order,all,55,PC,1,0.619
Felis catus,species,Carnivora,order,all,55,PC,2,0.583
Felis catus,species,Carnivora,order,all,55,PC,3,0.56
Felis catus,species,Carnivora,order,all,55,PC,4,0.44
Felis catus,species,Carnivora,order,all,55,PC,5,0.702
Felis catus,species,Carnivora,order,all,55,PC,6,0.631
Felis catus,species,Carnivora,order,all,55,Domains,0,0.845
Felis,genus,Carnivora,order,all,55,DNA,1,0.347
Felis,genus,Carnivora,order,all,55,DNA,2,0.653
Felis,genus,Carnivora,order,all,55,DNA,3,0.75
Felis,genus,Carnivora,order,all,55,DNA,4,0.486
Felis,genus,Carnivora,order,all,55,DNA,5,0.722
Felis,genus,Carnivora,order,all,55,DNA,6,0.764
Felis,genus,Carnivora,order,all,55,DNA,7,0.764
Felis,genus,Carnivora,order,all,55,DNA,8,0.5
Felis,genus,Carnivora,order,all,55,DNA,9,0.792
Felis,genus,Carnivora,order,all,55,AA,1,0.69
Felis,genus,Carnivora,order,all,55,AA,2,0.738
Felis,genus,Carnivora,order,all,55,AA,3,0.476
Felis,genus,Carnivora,order,all,55,AA,4,0.649
Felis,genus,Carnivora,order,all,55,PC,1,0.619
Felis,genus,Carnivora,order,all,55,PC,2,0.583
Felis,genus,Carnivora,order,all,55,PC,3,0.56
Felis,genus,Carnivora,order,all,55,PC,4,0.44
Felis,genus,Carnivora,order,all,55,PC,5,0.702
Felis,genus,Carnivora,order,all,55,PC,6,0.631
Felis,genus,Carnivora,order,all,55,Domains,0,0.845
Felidae,family,Carnivora,order,all,66,DNA,1,0.514
Felidae,family,Carnivora,order,all,66,DNA,2,0.521
Felidae,family,Carnivora,order,all,66,DNA,3,0.7
Felidae,family,Carnivora,order,all,66,DNA,4,0.75
Felidae,family,Carnivora,order,all,66,DNA,5,0.714
Felidae,family,Carnivora,order,all,66,DNA,6,0.664
Felidae,family,Carnivora,order,all,66,DNA,7,0.679
Felidae,family,Carnivora,order,all,66,DNA,8,0.586
Felidae,family,Carnivora,order,all,66,DNA,9,0.671
Felidae,family,Carnivora,order,all,66,AA,1,0.594
Felidae,family,Carnivora,order,all,66,AA,2,0.695
Felidae,family,Carnivora,order,all,66,AA,3,0.675
Felidae,family,Carnivora,order,all,66,AA,4,0.747
Felidae,family,Carnivora,order,all,66,PC,1,0.571
Felidae,family,Carnivora,order,all,66,PC,2,0.766
Felidae,family,Carnivora,order,all,66,PC,3,0.708
Felidae,family,Carnivora,order,all,66,PC,4,0.685
Felidae,family,Carnivora,order,all,66,PC,5,0.708
Felidae,family,Carnivora,order,all,66,PC,6,0.656
Felidae,family,Carnivora,order,all,66,Domains,0,0.662
Carnivora,order,Mammalia,class,all,209,DNA,1,0.543
Carnivora,order,Mammalia,class,all,209,DNA,2,0.623
Carnivora,order,Mammalia,class,all,209,DNA,3,0.706
Carnivora,order,Mammalia,class,all,209,DNA,4,0.768
Carnivora,order,Mammalia,class,all,209,DNA,5,0.696
Carnivora,order,Mammalia,class,all,209,DNA,6,0.672
Carnivora,order,Mammalia,class,all,209,DNA,7,0.675
Carnivora,order,Mammalia,class,all,209,DNA,8,0.733
Carnivora,order,Mammalia,class,all,209,DNA,9,0.761
Carnivora,order,Mammalia,class,all,209,AA,1,0.743
Carnivora,order,Mammalia,class,all,209,AA,2,0.623
Carnivora,order,Mammalia,class,all,209,AA,3,0.812
Carnivora,order,Mammalia,class,all,209,AA,4,0.843
Carnivora,order,Mammalia,class,all,209,PC,1,0.584
Carnivora,order,Mammalia,class,all,209,PC,2,0.736
Carnivora,order,Mammalia,class,all,209,PC,3,0.806
Carnivora,order,Mammalia,class,all,209,PC,4,0.595
Carnivora,order,Mammalia,class,all,209,PC,5,0.795
Carnivora,order,Mammalia,class,all,209,PC,6,0.872
Carnivora,order,Mammalia,class,all,209,Domains,0,0.758
Eulipotyphla,order,Mammalia,class,all,33,DNA,1,0.556
Eulipotyphla,order,Mammalia,class,all,33,DNA,2,0.333
Eulipotyphla,order,Mammalia,class,all,33,DNA,3,0.556
Eulipotyphla,order,Mammalia,class,all,33,DNA,4,0.587
Eulipotyphla,order,Mammalia,class,all,33,DNA,5,0.556
Eulipotyphla,order,Mammalia,class,all,33,DNA,6,0.651
Eulipotyphla,order,Mammalia,class,all,33,DNA,7,0.714
Eulipotyphla,order,Mammalia,class,all,33,DNA,8,0.444
Eulipotyphla,order,Mammalia,class,all,33,DNA,9,0.571
Eulipotyphla,order,Mammalia,class,all,33,AA,1,0.571
Eulipotyphla,order,Mammalia,class,all,33,AA,2,0.619
Eulipotyphla,order,Mammalia,class,all,33,AA,3,0.714
Eulipotyphla,order,Mammalia,class,all,33,AA,4,0.762
Eulipotyphla,order,Mammalia,class,all,33,PC,1,0.667
Eulipotyphla,order,Mammalia,class,all,33,PC,2,0.619
Eulipotyphla,order,Mammalia,class,all,33,PC,3,0.587
Eulipotyphla,order,Mammalia,class,all,33,PC,4,0.476
Eulipotyphla,order,Mammalia,class,all,33,PC,5,0.698
Eulipotyphla,order,Mammalia,class,all,33,PC,6,0.841
Eulipotyphla,order,Mammalia,class,all,33,Domains,0,0.786
Pan troglodytes,species,Hominidae,family,all,56,DNA,1,0.931
Pan troglodytes,species,Hominidae,family,all,56,DNA,2,0.972
Pan troglodytes,species,Hominidae,family,all,56,DNA,3,0.903
Pan troglodytes,species,Hominidae,family,all,56,DNA,4,0.986
Pan troglodytes,species,Hominidae,family,all,56,DNA,5,1.0
Pan troglodytes,species,Hominidae,family,all,56,DNA,6,1.0
Pan troglodytes,species,Hominidae,family,all,56,DNA,7,1.0
Pan troglodytes,species,Hominidae,family,all,56,DNA,8,0.986
Pan troglodytes,species,Hominidae,family,all,56,DNA,9,0.986
Pan troglodytes,species,Hominidae,family,all,56,AA,1,0.804
Pan troglodytes,species,Hominidae,family,all,56,AA,2,1.0
Pan troglodytes,species,Hominidae,family,all,56,AA,3,0.786
Pan troglodytes,species,Hominidae,family,all,56,AA,4,1.0
Pan troglodytes,species,Hominidae,family,all,56,PC,1,0.893
